image,label
ab3bd520-3337-4ed6-a7eb-d11455385fd3,Shirt
5d925e47-bc47-4cce-9096-75af190a3428,T-Shirt
547cba07-80cb-43cf-ae23-c7a126a6b766,Shorts
910268c2-a132-4d25-80b1-59812c52e65c,Skirt
17225acd-6301-4ffd-b13c-d703db9db078,T-Shirt
c7c0ee49-32c3-4273-b37b-980972e352eb,Shirt
6cb41939-b79a-4fad-b0e1-d760f1b4bc77,T-Shirt
415566a9-f64f-412f-9509-b72d8b8d6c65,Dress
63ebe486-5c81-4bc7-abcf-cf6520cfe63d,Dress
20679064-7d30-434b-bd91-a6614f7ceb09,Shorts
1ab00c0e-4fc7-45d4-b9af-7d1bd75e1fd9,T-Shirt
52242d70-6914-4819-94cd-844e380ffbcb,Shirt
9e578f34-a6df-46f6-80b0-1dfd30b7fa36,Dress
7a9d5c6f-d1b6-42e6-8200-da323a048bc6,Shorts
3cef4468-d107-4f8a-949e-aaca30eedcdb,Pants
8adc00dd-1bfc-4c47-9cbb-be32f38a0275,Shorts
fce53abd-5937-4881-bb47-2ef68f6da985,Longsleeve
b2770ba5-2094-4203-8797-aa863f2cca2c,Pants
84e4d60a-a684-4b88-b86e-dfac84cfac92,Skirt
10cb59c5-1b8d-487a-820f-bb7caa7d8a80,Shirt
2a774d80-c007-43a7-9c38-85e441274cfc,Shirt
702c26ad-76d4-4906-a13f-62fc0af4b083,Dress
8713b1fa-9037-4657-8eda-084d4e147dce,T-Shirt
6728b4d4-1f7d-4875-8a72-3899f61468cd,Pants
16740066-3329-4165-884a-25c42814d590,Dress
fbdb72f7-0d7f-4c8b-b8b3-0d90c96bffa7,Pants
c4b9d4f5-2a30-481a-8cb5-51ae0fd189de,Pants
7f160564-1b10-4cf0-bb61-5d9af037e898,Skirt
b9b69d8d-2885-4ac1-8408-a5a379e7116e,T-Shirt
411a9780-e825-4bed-b9ce-848927b36638,Dress
5103e71c-1a7c-4781-966e-4e4aa54514c7,Longsleeve
111f6233-f984-46a9-ab6a-13d3c5a3585c,Shirt
51ec2329-7f56-4cec-ae5e-a40b7f79268a,T-Shirt
29d70d79-7b4b-402d-a2cd-72962819f515,Shorts
4c1acd5c-80bc-4f85-adb4-404f553ca881,Dress
208e4ef2-1460-4ba5-9f8a-de05249e5af3,T-Shirt
defff3ef-adb7-4919-9abb-ae43c34e36f8,T-Shirt
fca6b5f0-8fd2-446a-a226-117d395f7c9d,Longsleeve
8b366b95-1958-4b76-a9c3-f8195f589499,Dress
4cc0191c-175d-48e1-9808-ffbb7ea7ac57,Pants
284149a9-e71e-4955-8228-7511fa592bc1,Skirt
637a56e4-7fa6-4f75-8859-0f8902461554,Skirt
111f1db6-391c-4a82-b2e8-999a7fbcd886,Longsleeve
974964a0-77cc-47b3-a54f-57eea90bb3fe,Dress
f50f1ab8-e2b4-4f80-9f83-8cb97b51fdea,Pants
e2fe051a-4e72-48c2-8472-263c163c63b5,Pants
84208961-56c7-4be3-92aa-f8ae333408b2,Shorts
6558b3d0-f4e5-425b-a219-7b0df47ca55f,Pants
c028daef-a24d-48b4-932c-3eb9df50015d,T-Shirt
c44623dd-f30a-442c-aaee-ac59bc5297a8,Pants
f372c204-d970-4c59-916e-414647b00dda,Pants
e73115ee-f4ea-4bc7-be9a-7c030264f7d1,Pants
fe21d6e5-b447-4ef4-ae4b-138cbf1a2220,T-Shirt
f53dc5e8-9625-4fb4-85f0-3c773c884545,Shirt
fe69a500-595a-4152-856a-5c4e537f8507,Dress
53c395a3-94bf-4ad9-be75-3bb3924c2d76,Skirt
993f7adc-d7b4-44c1-9b2d-8c73e6775c59,T-Shirt
809a0878-3aa0-4364-94d8-d4db70a4ec67,Pants
bca5d877-14a4-428c-b031-2354ddf9ae7b,T-Shirt
5a011c0b-7f3c-4118-a64e-ed0d545600d4,Shorts
4998118e-5c47-42ba-8b8f-42c18aa42230,Shirt
066d2e84-6701-4bc7-a301-5beb2fed70f0,Longsleeve
16e59add-f4dc-42ed-9d0b-117b82ade746,T-Shirt
b5a55ab1-6eac-45b3-a6f6-84b1bbeb3afb,T-Shirt
17936ba2-937a-46d8-afa0-0750abdb3200,Pants
f11d949d-a141-493b-ad09-b8bbe02ca95d,T-Shirt
7ac0ac0e-6c82-4e13-890e-5186a62b7807,T-Shirt
e97e3e26-c9de-4a66-95da-ce81c01fe1f0,Shorts
96548af1-6efc-4300-a9a4-2d75ee10f6ae,Shorts
e59024f1-7bf9-4fc7-a0c9-e0cf48ae6575,Pants
a824deb0-6985-4b11-a987-74d47f5fc33e,Shorts
97c4ebd3-715f-4809-881a-7363ce0da4cb,Shorts
b524ee06-ab17-4e0f-8e79-40d12c275d92,Skirt
d0ea01b9-6067-41c7-b1ca-b4cfd820ebf5,Dress
830e54f5-ad81-4b01-a4c9-3c241b45201b,T-Shirt
550dd0ec-bdb9-437e-af1a-1c5daaa3f989,T-Shirt
69d4e9dd-3176-413f-8bff-fa9f8129e01c,Skirt
9de18803-34d3-4737-b958-075a1ffadbc1,Shorts
47948bab-d1f7-4116-89d6-89d273c5a610,Shorts
dc8c8cb1-efcd-4a20-afca-79a1869a7352,Dress
54730d1c-2c4d-4f00-9424-944113ccddf7,Shirt
32c91193-3fe7-48a1-8867-01c55e4f3985,Dress
bffde213-2bab-486d-a622-f382abaa4e9a,Pants
bbbff34f-4830-4dc0-819a-45ef69a70e76,Pants
36b4e957-021d-4a48-aaea-25dff54e162c,Longsleeve
805beda4-9792-4db9-aab7-3108c5211981,T-Shirt
bd1b88bb-457c-463c-8504-cfcd97bc5d51,Shirt
2dcaec0f-b253-4d75-aa8a-01f0858229a8,Dress
dedc3714-6ac9-4d6a-b76f-cfa10a1a9a51,Longsleeve
55808c24-c583-4bb5-91a1-6dca3056faf2,Skirt
16edcd9e-82d9-4827-88d0-32c10298adea,Pants
f0f2606d-dc4c-485c-baef-75b59cf0ce3d,Longsleeve
4f05360d-2a6e-4db8-9f4a-3b303e72d82e,Shorts
37820224-d7fc-41da-b46f-fe7dd25b125e,Longsleeve
48895e87-ae51-4c7e-98ae-2855991264d1,Skirt
9b771b16-2700-41ea-8b87-179324fbe107,Shirt
112c0b70-cdf7-4cb2-800f-e4f68f2d7a81,T-Shirt
80efad5c-1ca2-4589-a5ac-5bf1547fafde,Shorts
061b697e-086b-48c9-80db-9ecb9b82c64b,T-Shirt
ba9cd233-fff5-44f2-8569-b6ba0667d6a9,Pants
2503103d-48e1-4be1-b90e-c2e80b5f1eed,Skirt
e204f303-cd35-448f-b7cb-791b133efa4b,Longsleeve
7325c0ac-3515-4181-b13c-7eb35e37c8e3,T-Shirt
fbb96cbf-6fd6-43e1-bd41-20606dfc1339,T-Shirt
2a7c1877-3131-49dd-9712-f78f0da4daf2,T-Shirt
09cd8fdf-bbe9-4908-8f54-f399bc635c9b,T-Shirt
fb9a8852-83be-430c-be74-df92541011de,T-Shirt
69508b45-ce30-4cb6-93e9-6c672171cf78,Shorts
ecfd00ef-2fe1-4778-a2a8-e97aeb810f26,Skirt
cea1326b-5c4b-4cbb-bb74-cd4c8a2666ef,Dress
e352b5ea-5975-486d-bd66-82bb5aafec9d,Skirt
2437913a-5a25-48f4-81a6-00bc53cbc711,T-Shirt
9e4ddb40-e805-481b-b80d-4109d6d4114d,Pants
d6931665-0329-4263-8574-c36b5764ea90,Longsleeve
f27fed74-1495-44df-b129-8b346c3c57eb,Shirt
c60db3f4-cb91-4d84-831a-561f53976135,Longsleeve
07384634-05b2-4eae-8251-794855910d46,T-Shirt
ac2b8fd1-de2c-495c-9ab2-e4930d36e925,T-Shirt
ce1c9b72-9889-41cd-8ed1-e6eb4305af68,T-Shirt
763f1369-1d31-434d-b2c0-f3dc60576a63,Shorts
b4b507dd-f68c-4fd1-9f25-6e2c2930a569,Shirt
0f4428f4-7d85-4d6d-aaa2-65c220a26dd8,T-Shirt
f1e76eb5-13a9-4782-b1eb-7db40004661d,Dress
f03266af-e2ee-4fb5-823f-38e238daa944,Pants
1faab1ac-d8d4-4711-adbb-7812d7513d41,Pants
73d0010c-e5f1-49aa-bc8d-222002cdb5b6,Shorts
ceebb69d-fc80-4bb8-a061-db135ecc4e89,T-Shirt
cbce7a75-5e1d-4450-9b51-714efa55bfa0,Pants
1e48d32e-e88a-4435-b06a-c9fb20697647,Longsleeve
c477c3e8-540a-4e1f-a100-605ea827f192,T-Shirt
ecf2db5b-2a36-4716-8a06-85c6f33e6b08,Skirt
119518b0-abfc-49a1-88dc-016f2dbd17ff,Pants
741f5fb3-1745-4bb5-8caa-f0e44ad4b1ed,Shorts
d174ca83-2d40-41c3-a927-dbbca88df372,Longsleeve
c7883ef6-3249-45ef-a202-383364e14816,Shorts
63bb7722-a838-45f6-95be-4a9993373426,T-Shirt
f0b546b4-0181-4be5-9abc-e49d58c4ca0d,Longsleeve
54c2556e-de9f-49ca-b266-e01b642e6922,Shirt
e28184d1-f705-48de-927a-87dbb2550fc9,Pants
6b779a54-4cdc-4205-ba1f-9597c779a683,Dress
16269b50-4756-4086-9dbc-32f0bf9fd1e3,Shorts
0a85a584-cb49-4795-b2f1-7eebbf09399a,T-Shirt
d03aa977-8e85-4699-b050-c83390e8bd27,Pants
4d81f7a0-9cb3-4c64-a2b7-3ea9b096d091,T-Shirt
3878a7f2-61f1-4594-91f1-7e05e6227272,Skirt
2ae08b28-adf9-4fc8-b150-513cad510b1e,T-Shirt
e9a97cee-c85f-4eb9-87fe-9a7de7e94355,Dress
f5f193c8-5953-4fc8-a385-27352b7c75ea,T-Shirt
b7903329-be11-4de4-aab5-edf992518172,Dress
395badf0-fa1e-47ad-82a5-fb24815941fe,T-Shirt
60c2da2f-1690-4126-b402-1ffde96e208f,Pants
f9c7e0bc-dfde-4720-b6bd-64bfeb2c55fa,Skirt
8388e858-234a-4a99-9d7b-146250e964ca,Shirt
8d4775a5-5918-4836-a627-03694dd26565,Longsleeve
c8fe377d-a22b-47f2-84c9-3233b9ab26ef,T-Shirt
4c816a30-b848-4476-9ae2-a2d8d01e34a8,Longsleeve
b6fed6f7-dcb2-4263-9c85-e45f85b06c76,Shorts
efb95540-2516-4117-bef9-021a27eee668,Shorts
2df565b9-1115-4dc7-bd4a-060f9490a8fe,T-Shirt
6361debd-1437-4d04-acc2-f9dae8157d5c,Longsleeve
224eaa85-6c96-4a3e-8f07-2612e569cb2a,T-Shirt
7e9e9064-f694-46da-bf8a-6577c3f256b5,Longsleeve
889779d4-3902-45f7-9187-8001a6cf2cfc,Pants
d1c40058-2462-4a4b-873a-a7d81bbb0542,Shorts
84b71d2e-7ee3-4f48-9278-5e49e1b05eb2,Shorts
002eb5b8-6541-42a3-9596-0d94f7b866ae,Pants
8f2de04f-c93e-4261-9545-690a1bf5ab9f,Pants
fa8d1daa-7813-4f98-a944-915418385ee9,Shorts
4f9521b3-9cad-4cb2-bf9e-34bd0b10b068,Pants
dbae509c-4a3f-41e5-a54a-af9c4572e9ab,Shorts
c941340b-3bc1-4869-825c-302f33d1ebab,Shorts
e360d7df-90fc-4de0-bc17-e8924cbe7222,Pants
b77cd746-ab20-46cd-9743-cc9588027725,Pants
13cdd036-7605-4194-a0ec-29cee3f5e566,T-Shirt
76cea708-f235-4a37-aff3-4811830da0b7,T-Shirt
1ea48561-8057-4069-af45-ba753a997e52,Shirt
4e11f75a-3717-426e-964b-76cefe0455d9,T-Shirt
63667c9e-9b66-46ce-9c26-a72dcc77d9a8,Pants
3fa6aae4-c8de-4681-bd3b-1faa60dca0d0,Pants
221712f1-c75e-4d28-b095-2c8495278151,T-Shirt
1210f1df-66ca-4490-992e-d922d47432de,T-Shirt
eb93406f-20f2-4840-84e0-aa9febfb2580,Dress
bf69747a-2d9b-48a3-87b9-de657ff9450d,T-Shirt
9880392c-6e7f-43c9-b975-9962aa4f4f4f,Shorts
bb2ba16e-a2e0-4f5b-b9bd-e541cd3ad37a,Shirt
f5cedc75-c4b5-40a7-8536-d70f4065ded3,T-Shirt
0c99f0b4-3a0d-4d24-bfdd-e9e98914892c,Pants
de9cb15f-6aa5-4674-8b59-32370338dcef,Shorts
18c29626-95ce-41f0-9082-597ea2363c3b,Shorts
8acbe013-6f78-400b-a9e6-66144cf8574d,Pants
27218d39-35f2-4e4d-963d-397d16c087e7,T-Shirt
2d88dcfb-2418-49fa-82b2-b5d4500ed542,Pants
fcee8d45-9510-48df-8d89-adc0c26d9821,Longsleeve
57f30248-f4af-4626-bb02-df4c0ae0a0d3,Pants
5e36ffa0-fd70-4a61-9b63-bea16ce83616,Shorts
78ba342e-239f-4b19-81ed-e0266331f71c,Dress
1d2a178d-8e5a-4aa7-9801-b3eb3f0967b8,T-Shirt
29ea96da-0051-47ba-adea-76ff6c5b817c,Pants
27de089d-8509-479e-9d23-7b78f93e2480,Dress
f051ba41-a8e9-4898-b430-f75d8578041e,Shorts
20facb98-b9ea-444a-8770-3ecfdbf642b9,Pants
f77bacce-2972-4b66-9abb-7ae7f7b44e53,Pants
877eebfc-1de1-4009-8362-e289d2891dea,Dress
81c0df9d-d061-4cb2-9376-c18ec9bba92c,Pants
6ebafad6-334a-40c6-93c6-a3ab854f5efa,T-Shirt
10e8be92-be59-421f-9679-655f29a6d449,T-Shirt
937e2c8f-500e-44fa-b2dc-e5e769e7c5a2,Dress
cc0d271d-0cc4-4673-b3a2-6c5506f8a4dd,Pants
f000dafc-8ea1-4354-8c2b-afea5e07f354,Longsleeve
abca462f-8bc7-4f21-972e-0b5326043712,T-Shirt
4068d0b4-56a5-4108-85c4-7c48c201147f,Dress
9f9f8f65-feb2-4e67-a41d-8be2b7b543da,T-Shirt
281902e9-43a3-4848-b9c7-c92eeb8a40a8,Dress
b92cd51b-f6ae-4912-acdd-31d5a2f146a6,T-Shirt
3c4bedd6-1073-4d9d-bb06-031f865f0846,Dress
0b55a8e8-0087-4c19-8729-b872718ff5ae,T-Shirt
b1c52857-da21-447d-9517-53947c47d989,T-Shirt
9b1ef77e-b7bf-45c5-a94b-34fa578ee24e,T-Shirt
1b66c18a-6866-4e0e-a580-f0e65a23bd10,Longsleeve
aba9306d-e0dc-4717-915c-345ad637c4db,Pants
55b4f2d7-56b3-4463-86ea-6cb821a2c68e,Longsleeve
ccb1f914-c05b-4fd5-ab90-006b8e927485,Pants
a254b3ea-75fa-44f2-8c8f-beb159093b74,Longsleeve
d5a61162-1cdb-4d17-8a19-c340d59d1a99,T-Shirt
16f2e166-c38a-4171-a5b2-e9f5c55fafc3,Pants
